Date,Open,High,Low,Close,Volume,Adj Close
2003-03-03,20.790001,24.99,18.469999,24.02,26629800,12.01
2003-02-03,18.049999,20.950001,17.299999,20.85,15530900,10.425
2003-01-02,16.59,20.389999,16.50,18.200001,23273200,9.10
2002-12-02,18.700001,18.969999,15.71,16.35,15395400,8.175
2002-11-01,14.70,18.799999,14.50,18.27,23912000,9.135
2002-10-01,9.90,15.59,9.01,14.92,36141500,7.46
2002-09-03,10.04,11.10,8.94,9.57,19067400,4.785
2002-08-01,13.06,13.55,9.13,10.29,23051300,5.145
2002-07-01,14.76,14.86,11.11,13.17,29116300,6.585
2002-06-03,16.120001,17.07,12.82,14.76,16549300,7.38
2002-05-01,14.79,18.450001,14.12,16.02,16085400,8.01
2002-04-01,18.75,19.15,13.87,14.76,23112700,7.38
2002-03-01,14.93,20.540001,14.93,18.469999,19991900,9.235
2002-02-01,17.26,17.35,13.41,14.46,19470300,7.23
2002-01-02,18.139999,21.35,16.18,17.24,26964500,8.62
2001-12-03,16.299999,19.50,15.75,17.74,25198800,8.87
2001-11-01,11.07,18.09,10.67,15.57,25009100,7.785
2001-10-01,8.70,13.18,8.45,10.88,19276700,5.44
2001-09-04,11.96,12.41,8.02,8.81,23515000,4.405
2001-08-01,18.059999,18.700001,11.02,11.86,14678600,5.93
2001-07-02,19.66,20.870001,15.31,17.620001,17525800,8.81
2001-06-01,18.59,20.82,15.24,19.99,18311600,9.995
2001-05-01,20.110001,23.700001,16.950001,18.110001,18513700,9.055
2001-04-02,15.375,21.049999,11.375,20.18,28922400,10.09
2001-03-01,23.5625,24.4375,13.50,15.75,25863100,7.875
2001-02-01,37.50,38.1875,22.875,23.8125,25529100,11.90625
2001-01-02,30.3125,43.375,24.125,37.3125,43218100,18.65625
2000-12-01,38.8125,44.00,25.0625,30.0625,38882200,15.03125
2000-11-01,57.7812,70.625,35.1875,39.625,26057000,19.8125
2000-10-02,91.5625,91.875,45.0625,58.625,34361700,29.3125
2000-09-01,117.875,119.25,88.00,91.00,20952600,45.50
2000-08-01,128.50,140.00,120.00,121.50,13904400,60.75
2000-07-03,122.50,142.6875,99.875,128.6875,20744100,64.34375
2000-06-01,116.1875,150.00,115.625,123.875,15940400,61.9375
2000-05-01,134.75,139.75,111.00,113.0625,18575500,56.53125
2000-04-03,168.75,173.00,107.00,130.25,28127100,65.125
2000-03-01,157.50,205.625,151.00,171.375,18422400,85.6875
2000-02-01,319.437531,379.812469,148.9375,159.6875,21255500,79.84375
2000-01-03,442.921814,500.125,303.00,322.062469,47901700,80.515617
1999-12-01,230.00,448.00,224.937515,432.687531,45796200,108.171883
1999-11-01,179.50,235.25,176.875,212.75,22493800,53.1875
1999-10-01,178.50,193.062485,164.50,179.062485,39072600,44.765621
1999-09-01,148.75,187.375,139.375,179.50,33336700,44.875
1999-08-02,135.062485,160.50,110.00,147.50,39987200,36.875
1999-07-01,174.375,189.25,131.062485,136.437515,40067200,34.109379
1999-06-01,145.312485,178.375,117.625,172.25,40868200,43.0625
1999-05-03,171.125,175.312485,120.50,148.00,28289400,37.00
1999-04-01,179.00,244.00,155.00,174.687515,38072500,43.671879
1999-03-01,153.562485,185.875,146.125,168.375,25455800,42.09375
1999-02-01,357.00,360.00,124.00,153.50,41562200,38.375
1999-01-04,242.00,445.00,239.687515,354.25,65230300,44.28125
1998-12-01,183.875046,286.00,180.00,236.937515,52988500,29.617189
1998-11-02,133.062485,227.75,131.75,192.00,76966800,24.00
1998-10-01,123.375038,133.124954,97.50,130.843674,77401300,16.355459
1998-09-01,66.124962,134.624954,59.00,129.50,75905100,16.1875
1998-08-03,90.00,100.00,66.50,69.00,41369500,8.625
1998-07-01,160.124954,207.50,160.00,181.937439,102168400,11.37109
1998-06-01,108.249924,159.750076,99.124962,157.50,76241700,9.84375
1998-05-01,119.375038,126.375038,106.375038,109.50,35865300,6.84375
1998-04-01,92.437439,129.624954,90.875038,118.937439,77429300,7.43359
1998-03-02,74.750076,94.249924,68.750076,92.437439,38974800,5.77734
1998-02-02,64.249924,74.249924,60.875038,73.187523,26878300,4.57422
1998-01-02,69.249924,69.50,57.624962,63.375038,26696300,3.96094
1997-12-01,51.50,71.00,51.24992,69.249924,17675000,4.32812
1997-11-03,45.00,55.75008,42.00,51.124962,21280300,3.19531
1997-10-01,50.24992,58.624962,34.124962,43.843681,21913600,2.74023
1997-09-02,40.24992,58.00,39.124962,50.124962,17989400,3.13281
1997-08-01,55.999916,59.874962,48.250084,59.500084,14178500,2.47917
1997-07-01,34.99992,56.500084,33.49992,56.500084,18911100,2.35417
1997-06-02,32.74992,39.374878,30.875042,35.25,8807500,1.46875
1997-05-01,34.50,37.00008,29.874958,32.25,11171800,1.34375
1997-04-01,27.875042,36.00,24.75,34.125122,16998400,1.42188
1997-03-03,29.874958,31.87488,22.00008,28.12512,13104400,1.17188
1997-02-03,33.875042,36.25008,28.75008,30.25008,12534100,1.26042
1997-01-02,16.99992,37.374958,16.75008,33.875042,19094000,1.41146
1996-12-02,18.75,22.12512,16.75008,16.99992,3416900,0.70833
1996-11-01,19.50,20.25,17.25,19.12512,1839100,0.79688
1996-10-01,21.00,23.50008,19.12512,19.75008,2875400,0.82292
1996-09-03,19.00008,24.624958,18.12504,21.25008,1993500,0.88542
1996-08-01,18.00,22.12512,16.50,19.62504,1932300,0.81771
1996-07-01,20.50008,22.24992,15.49992,18.00,1766200,0.75
1996-06-03,27.75,28.75008,18.25008,21.00,3275800,0.875
1996-05-01,30.25008,33.25008,27.00,28.00008,4283300,1.16667
1996-04-12,25.24992,43.00008,24.49992,29.74992,52466300,1.23958
